,user_id,items_count,steam_id,playtime_forever,id
7478,76561198045624072,0,76561198045624072,0,0
7479,76561198072496287,84,76561198072496287,19064,4000
7480,76561198062101719,7,76561198062101719,0,205790
7481,vengerfire,103,76561198043715027,177,70
7482,visforveni,53,76561198048064049,1064,4000
7483,76561198084638666,1,76561198084638666,0,104700
7484,76561198012887940,0,76561198012887940,0,0
7485,76561197971285616,302,76561197971285616,60,10
7486,verrors,347,76561197975079056,537,10
7487,76561197976177356,160,76561197976177356,0,10
7488,jnizzi,35,76561198072829079,1232,240
7489,fung_bb,16,76561198068241583,775,4000
7490,76561198044949121,173,76561198044949121,45,10
7491,EldritchTheurge,214,76561197993846706,38,4000
7492,76561198001768083,29,76561198001768083,0,220
7493,76561198000810830,0,76561198000810830,0,0
7494,Geschke,0,76561197985131895,0,0
7495,12das,20,76561198077500328,3,37400
7496,76561198060385675,117,76561198060385675,222,3830
7497,Felipoi,149,76561198075774153,961,300
7498,Videmus,29,76561198034429297,102,10180
7499,76561198053057695,64,76561198053057695,845,240
7500,geroucien,30,76561198079535819,1436,220
7501,76561198055277357,49,76561198055277357,3265,4000
7502,thombelcar,389,76561198051799142,569,70
7503,VileVineus,42,76561198066085736,46979,4000
7504,76561198050727619,61,76561198050727619,34,320
7505,zViperz,39,76561198068108017,504,4000
7506,76561198072822539,54,76561198072822539,9728,4000
7507,76561198097466813,28,76561198097466813,1112,70
7508,76561198043642424,0,76561198043642424,0,0
7509,recoilcomaero,200,76561198068164997,22,3920
7510,vitory573,29,76561198073023106,1154,4000
7511,FoxAndVixen,73,76561198125763018,420,220
7512,76561198084406709,15,76561198084406709,94,105600
7513,wasthisusernametaken,121,76561198056246061,68,240
7514,76561198070148787,31,76561198070148787,167,4000
7515,76561198040640586,98,76561198040640586,326,240
7516,maffinzprofile,36,76561198091740639,3174,4000
7517,76561198047716342,38,76561198047716342,3777,4000
7518,eledga,180,76561198093460977,0,1520
7519,76561198030775783,102,76561198030775783,157,3830
7520,76561198065503984,27,76561198065503984,366,1250
7521,76561198020058941,0,76561198020058941,0,0
7522,76561198023531038,42,76561198023531038,272,240
7523,76561198042666584,120,76561198042666584,11182,4000
7524,76561198019270698,35,76561198019270698,0,12160
7525,76561197971327741,220,76561197971327741,74,220
7526,datamon,86,76561198072881704,190,4000
7527,76561198086607230,0,76561198086607230,0,0
7528,Dontlookatmepls,0,76561198020838433,0,0
7529,Captain_Fire_02,43,76561198082916645,13425,4000
7530,76561198064702734,39,76561198064702734,593,220
7531,76561197991853513,143,76561197991853513,0,2100
7532,76561198084881164,35,76561198084881164,34108,4000
7533,theuglybarnacle,55,76561198059340754,5487,4000
7534,WardPearce,100,76561198077228213,12083,4000
7535,SirMicrowavee,137,76561198054763896,80,300
7536,76561198068465194,60,76561198068465194,0,20
7537,WarpedTech,145,76561198053723130,0,220
7538,76561198079662648,153,76561198079662648,2,220
7539,76561198060207360,76,76561198060207360,4076,240
7540,DankLord9000,83,76561198091530841,1071,240
7541,thewattles,128,76561197992161385,2162,300
7542,76561198057177409,117,76561198057177409,975,4000
7543,76561197976428091,0,76561197976428091,0,0
7544,76561198000080839,0,76561198000080839,0,0
7545,76561198059155764,17,76561198059155764,6,7670
7546,TeamKosaki,31,76561198060113153,389,4000
7547,ultrabrightgaming,445,76561198043097267,1040,240
7548,76561198042224627,152,76561198042224627,457,220
7549,webbydee,115,76561197998505230,1412,10
7550,weels1566,157,76561198066708402,1929,240
7551,weirdeiro,54,76561198081730435,1670,4000
7552,76561198060134216,125,76561198060134216,18703,4000
7553,76561198056843351,111,76561198056843351,15036,4000
7554,badclunk,695,76561197990491427,1320,240
7555,76561198059428363,76,76561198059428363,291,4000
7556,76561198061663176,94,76561198061663176,315,240
7557,Wertizl,260,76561197966463205,1,10
7558,76561198057593890,167,76561198057593890,257,4000
7559,wikan23,37,76561198078906196,2,240
7560,76561198036077253,173,76561198036077253,1268,10
7561,autisticoranges,16,76561198183284693,827,240
7562,autisticoranges,16,76561198183284693,827,240
7563,76561198012798045,132,76561198012798045,163,220
7564,kentascano,0,76561198029128946,0,0
7565,76561198062705313,73,76561198062705313,4424,4000
7566,76561198013261893,148,76561198013261893,21,240
7567,76561198087438032,50,76561198087438032,3372,4000
7568,wheebs,0,76561198020797777,0,0
7569,TheWhipster,325,76561197995896328,969,240
7570,76561198043226578,0,76561198043226578,0,0
7571,76561198045486762,88,76561198045486762,436,2320
7572,76561197995418864,182,76561197995418864,313,30
7573,76561198066719219,5,76561198066719219,2282,4000
7574,76561197982114418,25,76561197982114418,415,240
7575,76561198062315054,229,76561198062315054,8,320
7576,76561198009594353,82,76561198009594353,243,220
7577,76561197972718483,107,76561197972718483,0,220
7578,Whincup,108,76561198068805818,244,4000
7579,76561198102791191,29,76561198102791191,2543,4000
7580,76561197965668941,62,76561197965668941,17390,10
7581,wicky46,0,76561198125935181,0,0
7582,76561198102177001,35,76561198102177001,482,4000
7583,76561198042997251,103,76561198042997251,1823,4000
7584,Wildfyre,33,76561198089935447,1223,4000
7585,76561198072351366,12,76561198072351366,0,17470
7586,reidsmoe,84,76561197993128335,761,70
7587,William_Druss,84,76561198116550765,65227,4000
7588,76561198072354870,21,76561198072354870,16,4760
7589,mad_man_wills,168,76561198047273636,0,220
7590,wilsonufs,331,76561198043903255,0,1900
7591,wilzlerr,145,76561198042345839,7263,10
7592,76561198070207487,125,76561198070207487,215,220
7593,76561198075385395,19,76561198075385395,0,10180
7594,tog02,160,76561198088748729,28537,4000
7595,dothed4nnydance,58,76561197966822910,3979,10
7596,76561198062042286,50,76561198062042286,16,20
7597,bradkickass1000,14,76561198060065152,0,20500
7598,76561198084875025,0,76561198084875025,0,0
7599,tesreat,70,76561198077678367,600,220
7600,Instrumentality,49,76561197992648722,11281,10
7601,ReloyJenkins,469,76561198012217892,20,3920
7602,Wizardkoer,45,76561198089594456,0,42500
7603,76561198086100927,143,76561198086100927,20,240
7604,76561197971366625,387,76561197971366625,132,220
7605,76561198052190360,131,76561198052190360,1,3830
7606,76561198029997863,154,76561198029997863,20508,4000
7607,wizzledonker,164,76561198041127725,2890,4000
7608,76561198057003548,0,76561198057003548,0,0
7609,76561197970643572,52,76561197970643572,192,220
7610,76561198017791627,204,76561198017791627,1132,240
7611,76561197998895121,0,76561197998895121,0,0
7612,wolfpeace,8,76561198089034531,223,4000
7613,76561198069341643,0,76561198069341643,0,0
7614,76561198176807634,3,76561198176807634,0,243870
7615,lonewolfie,402,76561197967996110,0,10
7616,wolfpac_w,0,76561198036210207,0,0
7617,76561198058864606,0,76561198058864606,0,0
7618,wolfsbane1,371,76561197991087512,0,300
7619,Wolkren,197,76561198040614445,14794,4000
7620,Wolly24,407,76561197998878423,193,300
7621,lifeondelay,134,76561198045010726,1,240
7622,76561198061875393,182,76561198061875393,0,240
7623,76561197997423130,85,76561197997423130,0,20
7624,76561198000628126,129,76561198000628126,2763,2100
7625,wtsane85,397,76561197970323756,1256,220
7626,76561198051806381,0,76561198051806381,0,0
7627,denkmeames,63,76561198104408282,202,220
7628,76561198044944690,32,76561198044944690,29661,48700
7629,76561198086511750,15,76561198086511750,692,550
7630,76561198065703266,84,76561198065703266,2950,4000
7631,PeaceofCakee,26,76561198101969196,0,43110
7632,76561198090891584,40,76561198090891584,13,4000
7633,wswanderer81,32,76561198325096636,3483,40800
7634,76561198062642281,16,76561198062642281,1312,4000
7635,76561198085862748,20,76561198085862748,153,4000
7636,76561198085267385,46,76561198085267385,2584,4000
7637,Wulfvak,136,76561198061447538,153,220
7638,76561197980188639,63,76561197980188639,0,220
7639,WuNDaH,192,76561198060463195,440,300
7640,guatemalaaa,173,76561198061621513,259,1520
7641,AWoodenCarving,72,76561198073709029,542,240
7642,76561198030950713,158,76561198030950713,998,10
7643,76561198090730383,19,76561198090730383,4127,4000
7644,76561198059866467,209,76561198059866467,2709,240
7645,mozdawg,81,76561198063223709,3488,240
7646,SociopathicDestruction,141,76561198010526826,1,10
7647,xander_168,292,76561198063481761,0,320
7648,76561198136842952,65,76561198136842952,6033,4000
7649,76561198068205149,72,76561198068205149,254,240
7650,76561198077207405,111,76561198077207405,1,70
7651,76561198044660191,105,76561198044660191,5972,4000
7652,76561198094362866,0,76561198094362866,0,0
7653,76561198062891102,4,76561198062891102,0,205790
7654,76561198062891102,4,76561198062891102,0,205790
7655,xenesquatro,0,76561198076125093,0,0
7656,TheZomyo,104,76561198071306145,18607,4000
7657,99kk,0,76561198098915353,0,0
7658,76561198060129509,43,76561198060129509,1888,4000
7659,76561198055833574,37,76561198055833574,852,70
7660,76561198066290766,45,76561198066290766,230,240
7661,XeroChances,166,76561198068092525,215,4000
7662,xeroer,118,76561197971470299,251,220
7663,bawblybooiscommingtoeatyou,148,76561198091580996,29,10
7664,76561198108564235,36,76561198108564235,34650,4000
7665,xhog,0,76561198011103331,0,0
7666,Iassassinatedkennedy,53,76561197960498789,781,10
7667,76561198024559632,9,76561198024559632,660,11440
7668,76561198060803354,72,76561198060803354,4795,4000
7669,xJerkensteinx,390,76561198025594855,558,70
7670,mark123,370,76561198006845828,5513,240
7671,76561198076474887,88,76561198076474887,97,17470
7672,76561198072796882,42,76561198072796882,275,4000
7673,76561198059442985,30,76561198059442985,0,240
7674,predatoratwar,0,76561198049701141,0,0
7675,xthunder8irdx,27,76561198051888045,482,4000
7676,Xtremor,29,76561198072768699,4,4000
7677,76561198013600577,966,76561198013600577,91,300
7678,76561198082252044,20,76561198082252044,168,620
7679,76561198053247169,27,76561198053247169,643,240
7680,76561198093192154,2,76561198093192154,392,105600
7681,76561197979876375,35,76561197979876375,134,220
7682,76561198062519619,4,76561198062519619,0,42160
7683,76561198069917522,0,76561198069917522,0,0
7684,xxmaster01,532,76561198056334102,0,3910
7685,76561198117057917,80,76561198117057917,4609,105600
7686,76561198088615969,308,76561198088615969,325,3830
7687,Friendzilla,118,76561197993897273,29,300
7688,76561198099278832,112,76561198099278832,714,220
7689,76561198051320948,24,76561198051320948,193,220
7690,GoatsGoatsGoatsGoatsGoatsGoats,0,76561198073725815,0,0
7691,76561198068696167,130,76561198068696167,2190,4000
7692,76561198085329147,47,76561198085329147,777,240
7693,76561198094106185,26,76561198094106185,20,23490
7694,76561198041993025,77,76561198041993025,36,10
7695,76561197988840650,76,76561197988840650,1956,220
7696,76561198091605281,67,76561198091605281,7106,4000
7697,Yadelsxo,106,76561198094639505,492,10
7698,yajz,28,76561198079674290,4489,4000
7699,yaknakz,210,76561198047043575,123,240
7700,jimmysclin,61,76561198082138574,24,1200
7701,76561198067544265,76,76561198067544265,87,4000
7702,76561198046042568,151,76561198046042568,2061,220
7703,76561198044291330,69,76561198044291330,5,1200
7704,76561198071703524,74,76561198071703524,501,4540
7705,Cybs,303,76561197994102398,0,300
7706,psangsing,38,76561198063904670,285,4000
7707,76561198059014191,121,76561198059014191,222,240
7708,1-800-Invisible,536,76561198035545487,617,220
7709,mcjacob,136,76561198043250379,658,4000
7710,76561198038998675,52,76561198038998675,216,4000
7711,daxtus,476,76561198000765354,61,300
7712,76561198075120679,18,76561198075120679,7502,4000
7713,76561198000435345,45,76561198000435345,1435,240
7714,WTkFox,449,76561197960704921,75,10
7715,patientjuNKY,60,76561198059440396,19,240
7716,TwoEaster,100,76561198089014737,7278,4000
7717,Yodachrono,0,76561198070340272,0,0
7718,YODAJACOB,176,76561198072908015,1423,4000
7719,Yoffta,29,76561198079672323,5,220
7720,kzy192,44,76561197992785205,3,4000
7721,Yoffta,29,76561198079672323,5,220
7722,kzy192,44,76561197992785205,3,4000
7723,76561198058549305,63,76561198058549305,155,15620
7724,yokta,83,76561198044879526,42,240
7725,76561198028158358,69,76561198028158358,3946,220
7726,Jc_a380,88,76561197998221610,46,3320
7727,76561198083544306,8,76561198083544306,25,4000
7728,XOffica,190,76561198028065572,13,1002
7729,76561198045760807,0,76561198045760807,0,0
7730,76561198058819691,63,76561198058819691,3535,4000
7731,DHISHANT,32,76561198087855124,706,4000
7732,76561198075022675,0,76561198075022675,0,0
7733,76561198018469813,69,76561198018469813,170,320
7734,--000--,58,76561198084750369,925,4000
7735,youagain,57,76561198049447942,5286,240
7736,76561198025690763,303,76561198025690763,7307,4000
7737,76561198074629532,18,76561198074629532,11876,4000
7738,napoleoninrags,1097,76561198071029382,0,10
7739,76561198082566561,109,76561198082566561,57,240
7740,76561198131296449,46,76561198131296449,3020,4700
7741,76561198059865927,59,76561198059865927,74,4000
7742,ESHAYDOGS,53,76561197974795161,231,20
7743,Blarst,150,76561198025352966,2677,4000
7744,76561198065782495,37,76561198065782495,15272,22380
7745,76561198090194786,60,76561198090194786,290,220
7746,76561198086364332,39,76561198086364332,2,10180
7747,76561198027331790,238,76561198027331790,464,4000
7748,joobieos,285,76561198044767296,202,220
7749,76561198150132471,16,76561198150132471,1925,4000
7750,ytrewqwert,0,76561198098004719,0,0
7751,swag0swagger,58,76561198042734133,2936,240
7752,76561198210721551,6,76561198210721551,709,113400
7753,derndan,83,76561198069253120,1029,4000
7754,76561198082199887,198,76561198082199887,13243,4000
7755,76561198089668873,27,76561198089668873,7056,4000
7756,76561198193227423,20,76561198193227423,0,51100
7757,76561197989209339,113,76561197989209339,0,220
7758,76561197977490258,77,76561197977490258,5198,10
7759,76561198069291858,110,76561198069291858,1184,4000
7760,aaaarrrghhhh,60,76561198072051355,716,2600
7761,AnToHero,33,76561198127004685,0,320
7762,Skumzy,34,76561198050374596,5,4000
7763,76561198055662693,95,76561198055662693,722,4000
7764,Zeke-,134,76561198026339205,89,240
7765,76561198066776743,148,76561198066776743,214,220
7766,76561198083178349,0,76561198083178349,0,0
7767,76561198070271973,1,76561198070271973,69,4000
7768,Talizaeus,231,76561198024446508,0,3920
7769,76561198033435137,66,76561198033435137,55,220
7770,zakbot,163,76561198064961551,160,220
7771,76561198028509438,523,76561198028509438,0,240
7772,76561198095893913,4,76561198095893913,66749,4000
7773,76561198050560606,375,76561198050560606,11760,4000
7774,zanven42,161,76561197998817370,2673,10
7775,Sabdoor,83,76561198085852706,35714,4000
7776,14789633698741,348,76561198019437162,0,1200
7777,Zapruda,286,76561198065670025,182,10
7778,ZareeFish,12,76561198159394445,0,230410
7779,76561197993623891,233,76561197993623891,5,2600
7780,76561198065093772,26,76561198065093772,145,240
7781,76561198073946828,170,76561198073946828,93,220
7782,zealix,138,76561198054854994,778,300
7783,76561198047244115,128,76561198047244115,4215,4000
7784,76561198056914718,40,76561198056914718,159,4000
7785,76561198065172264,40,76561198065172264,33,240
7786,76561197960942450,0,76561197960942450,0,0
7787,76561198051771362,0,76561198051771362,0,0
7788,ZELR4R,56,76561198073855904,906,220
7789,ZelvoOffical,34,76561198104273886,0,23490
7790,zenzu,102,76561198062650153,383,4000
7791,76561198075039774,26,76561198075039774,2074,550
7792,76561198055362268,40,76561198055362268,460,4000
7793,toeknee639,0,76561198044010153,0,0
7794,76561197972468339,127,76561197972468339,22,220
7795,76561198075591109,0,76561198075591109,0,0
7796,Zeriot,48,76561198071448881,9300,4000
7797,76561197976404001,285,76561197976404001,452,220
7798,76561198061882668,33,76561198061882668,3,220
7799,rstrolf,193,76561198036947328,10697,4000
7800,76561197998520250,21,76561197998520250,1692,4760
7801,hueuwuthue,138,76561198066780458,345,220
7802,zeshirky,168,76561198035814564,1414,10
7803,76561198100422868,79,76561198100422868,9178,4000
7804,76561198061834028,63,76561198061834028,1686,4700
7805,76561198082307155,87,76561198082307155,0,2400
7806,ZieSorX,133,76561198076046260,327,4000
7807,KNGZigg,183,76561198059599187,30,1510
7808,76561198038780818,7,76561198038780818,13890,4000
7809,76561198059985139,25,76561198059985139,1069,4000
7810,superasian,0,76561198047828652,0,0
7811,ZodiacQk,136,76561198017670659,2640,4000
7812,76561198069904866,0,76561198069904866,0,0
7813,76561198076271617,193,76561198076271617,366,4000
7814,zombine3996,103,76561198036692636,172,3910
7815,rondawg666,262,76561198026059219,1350,4000
7816,ZoomZoom0,181,76561198081080340,166,240
7817,zootboy,162,76561198048019296,0,220
7818,ZukiniMuncher,28,76561198051198013,147,240
7819,zunbae,68,76561198019876445,25,70
7820,76561198079341114,14,76561198079341114,1421,4000
7821,76561198079984204,64,76561198079984204,9114,4000
7822,76561198048487812,0,76561198048487812,0,0
7823,76561198007537421,30,76561198007537421,14746,10500
7824,Zychratic,52,76561198091839764,276,240
7825,76561198045836790,57,76561198045836790,23,240
7826,thezypher,88,76561198053427813,280,4000
7827,76561198042867998,111,76561198042867998,44238,4000
7828,76561198050724983,12,76561198050724983,2732,4000
7829,xXDannyXx18,65,76561198056632952,107,240
7830,uselessmirror56,159,76561198078379853,14886,4000
7831,jessemyhoe,21,76561198004097518,104,4000
7832,Dankest-Meme,36,76561197981389603,978,220
7833,76561197996460889,132,76561197996460889,13,10
7834,EnduringCircle,56,76561198055363784,12355,4000
7835,Demkriticz,682,76561198142926998,7498,4000
7836,76561198025911906,129,76561198025911906,733,240
7837,76561198049323129,151,76561198049323129,42,220
7838,76561198043891549,70,76561198043891549,2,4000
7839,76561198044716641,48,76561198044716641,6277,240
7840,76561198070696932,0,76561198070696932,0,0
7841,76561197998378973,192,76561197998378973,124,240
7842,62245757454,0,76561198063465230,0,0
7843,DUENSA,9,76561198074068374,1083,205790
7844,76561198035607780,72,76561198035607780,17402,240
7845,76561198083582821,34,76561198083582821,294,4000
7846,gaboqse,113,76561198061585334,5650,4000
7847,76561198066905572,9,76561198066905572,1092,42700
7848,76561198001698317,0,76561198001698317,0,0
7849,dragondrift,0,76561198092226554,0,0
7850,76561198084797537,107,76561198084797537,112,240
7851,76561198035314715,0,76561198035314715,0,0
7852,76561197993027832,0,76561197993027832,0,0
7853,76561198028608367,216,76561198028608367,615,220
7854,CaptainFantasy,139,76561197970956760,0,220
7855,76561197988762135,196,76561197988762135,119,240
7856,dragonrage14,0,76561198058851984,0,0
7857,76561198049426101,11,76561198049426101,2087,4000
7858,mordredinhafofs,54,76561198075128999,6778,4000
7859,Lunafyr,77,76561198048690663,11966,4000
7860,76561198081635947,0,76561198081635947,0,0
7861,conordarley1998,415,76561198056010368,48,1510
7862,conordarley1998,415,76561198056010368,48,1510
7863,76561198064587166,159,76561198064587166,8408,4000
7864,duffyfunk,184,76561197993182955,16,300
7865,Jojibu,186,76561198023231112,0,4000
7866,76561198089610857,87,76561198089610857,802,4000
7867,76561198044431171,39,76561198044431171,4778,220
7868,76561197990290762,120,76561197990290762,32,240
7869,NitoFirstOfTheDead,144,76561198075965698,625,220
7870,Shadow_wolf,153,76561197993215833,555,70
7871,76561198018026822,77,76561198018026822,0,70
7872,76561198071561558,0,76561198071561558,0,0
7873,76561198040274463,0,76561198040274463,0,0
7874,76561198034350388,73,76561198034350388,92,220
7875,nicolito0,48,76561198045475636,2560,4000
7876,dopeywhitefrost,62,76561198075328379,3493,4000
7877,76561197970137892,177,76561197970137892,85,10
7878,paulomilitao,107,76561198042559766,221,220
7879,TalonsGaming,91,76561198091836819,87215,4000
7880,76561198097747661,39,76561198097747661,254,2280
7881,76561197987482998,113,76561197987482998,139,320
7882,scrodobaggins,185,76561197973119696,0,10
7883,UltraSpartan,95,76561198079221656,1807,240
7884,Lordcrepper,44,76561198089355744,2246,220
7885,76561198035889092,30,76561198035889092,2231,240
7886,76561198076371615,67,76561198076371615,8114,4000
7887,76561197993160547,71,76561197993160547,91,240
7888,vertwheeler9,90,76561198052504403,2334,4000
7889,76561198043173894,0,76561198043173894,0,0
7890,matias76667,15,76561198032275172,11906,4000
7891,gutty0,177,76561197960311563,1,10
7892,Pierce717,43,76561198066100758,8475,240
7893,nofeardave83,131,76561197968165468,0,10
7894,quickkandy98,202,76561198020172660,358,300
7895,Liberityneverdies,185,76561198018188350,1028,220
7896,donaldo666,66,76561197992643205,26,10
7897,5p1ca,83,76561198028029932,537,4000
7898,theavatar2006,345,76561197983811603,44,70
7899,HKPackee,0,76561198022405110,0,0
7900,Insidiousbear,190,76561198045126877,5368,240
7901,76561198050231399,115,76561198050231399,4681,4000
7902,76561198123892569,0,76561198123892569,0,0
7903,Neo_Nathan1992,23,76561198028654594,124,70
7904,Blackbirdm3,209,76561198003828705,124,300
7905,Scarffolfby,55,76561198076788296,244,220
7906,oydelavey,194,76561198044958106,227,3830
7907,uncle_egghead,3,76561198091092748,9930,4000
7908,Phoenix883,493,76561198025874160,1992,50
7909,5856565456564,104,76561198039860473,284,10
7910,ittekimasu,0,76561197992128740,0,0
7911,GENEVEVUVE,218,76561198001836630,13939,240
7912,76561198057649163,11,76561198057649163,467,4000
7913,ewzilla,75,76561198040874244,12,240
7914,76561198063169085,156,76561198063169085,2419,4000
7915,marto161,29,76561198069029700,3597,4000
7916,TBSOrion,53,76561198061009358,711,104900
7917,76561198070351452,23,76561198070351452,930,4560
7918,Tobyrox9,832,76561198035025640,0,300
7919,Puggz,90,76561197969406137,0,10
7920,claicorx,199,76561198062400990,30,3920
7921,76561198105121441,8,76561198105121441,454,4000
7922,76561198213789371,17,76561198213789371,330,220
7923,76561197998489891,90,76561197998489891,1,220
7924,76561198085125302,77,76561198085125302,11037,4000
7925,DomJBrash,0,76561198009128574,0,0
7926,76561198060647143,66,76561198060647143,0,23490
7927,76561198060108106,191,76561198060108106,1192,220
7928,Hazbowl,0,76561197998655778,0,0
7929,Radsick,396,76561197996613472,786,300
7930,Asteria2305,0,76561198029991719,0,0
7931,Fepa3,23,76561198074185111,0,2990
7932,B3nd0rz,443,76561198055004182,0,1200
7933,swiggtyswoggtythatbootyismine,155,76561198059510817,31373,240
7934,76561198069555349,64,76561198069555349,3234,4000
7935,Juza1011,104,76561198081260674,74,3910
7936,76561198083145098,78,76561198083145098,40,10
7937,76561198050944421,10,76561198050944421,6814,4000
7938,76561198086317601,20,76561198086317601,63,70000
7939,_fubar_,754,76561197970749855,54,220
7940,76561198095944746,32,76561198095944746,30,33910
7941,seukuka,142,76561198063367656,6244,4000
7942,davidmama,122,76561197988414982,5856,240
7943,76561198316190518,5,76561198316190518,128,4000
7944,LegendofLink2712,133,76561198061308382,1905,240
7945,76561198052175653,34,76561198052175653,1670,12120
7946,76561198070686850,49,76561198070686850,1,220
7947,creamybuthole,178,76561198029798952,48,130
7948,lucasvx273,73,76561198062245856,19,16730
7949,xlukasmx,103,76561197997464959,41591,240
7950,gotchronic,55,76561197975113408,9713,10
7951,giogaming,10,76561198142924213,0,205790
7952,76561198092300136,0,76561198092300136,0,0
7953,Ne0NnNnNnNnN,24,76561198066637196,458,240
7954,looooooooooooooooooooooool,50,76561197983252223,793,220
7955,KLStrike,0,76561198046089618,0,0
7956,epullay,245,76561198039292424,1255,50
7957,legend_killa6,115,76561198045728506,35256,4000
7958,Ellisayger,212,76561198036965482,793,220
7959,TeakayTK,114,76561198035564079,281,240
7960,76561198215611220,102,76561198215611220,23162,4000
7961,hentai_overlord,180,76561198043611663,2169,240
7962,76561198070699822,28,76561198070699822,9996,4000
7963,76561198022820830,111,76561198022820830,12,1510
7964,bendermotion,0,76561198076319513,0,0
7965,76561197968697949,175,76561197968697949,0,10
7966,76561198085736081,27,76561198085736081,371,220
7967,calldogedoggie,195,76561198091530800,4983,4000
7968,76561198075705946,65,76561198075705946,1226,17460
7969,YangFernandes,34,76561198092522837,1583,4000
7970,HungasH1ppo,20,76561198157049461,1133,11610
7971,LORDPESADAO,17,76561198055164582,1097,4000
7972,76561198043415920,36,76561198043415920,10,4000
7973,76561198028363291,56,76561198028363291,2455,4000
7974,oteppers,133,76561198061024300,63,4000
7975,zzyfo,84,76561198061837471,904,4000
7976,76561198083142038,30,76561198083142038,29,4000
7977,PinkClouds,344,76561198078379483,152,4000
7978,jakinabox00,195,76561198014559781,1,240
7979,JoshuaRasnier,77,76561197961329815,99,10
7980,76561198077524603,151,76561198077524603,2574,4000
7981,dominator221,0,76561198058715735,0,0
7982,diabloxfade,0,76561198114971779,0,0
7983,76561198062889343,18,76561198062889343,4917,4000
7984,The_Eyepatch,199,76561198041389246,228,4000
7985,SMALDIKARINI,23,76561198156410394,424,220
7986,Richo931,0,76561198148407246,0,0
7987,76561197971806156,31,76561197971806156,218,10
7988,thisgodlessendeavor,151,76561197969718571,0,10
7989,76561197972760236,228,76561197972760236,0,220
7990,MrSir01,120,76561198065480404,3948,4000
7991,John_J_Rambo,136,76561198039363249,1192,130
7992,76561198063824690,27,76561198063824690,959,10
7993,76561198051004171,53,76561198051004171,110,240
7994,76561198007745188,2923,76561198007745188,0,300
7995,76561198015981146,22,76561198015981146,3856,48110
7996,76561198071447664,112,76561198071447664,213,240
7997,76561198072205262,32,76561198072205262,0,34900
7998,boatrana,35,76561198070982642,861,4540
7999,futhorc,86,76561197993595757,8078,300
8000,archy18,1597,76561198028206815,1798,1900
8001,Arillio,0,76561198019925931,0,0
8002,76561198056818846,0,76561198056818846,0,0
8003,mannimon,33,76561198043558929,9326,8930
8004,76561198043803212,454,76561198043803212,0,20
8005,AwesomeReach,61,76561198054523132,398,240
8006,76561198006722878,0,76561198006722878,0,0
8007,76561197966024531,94,76561197966024531,0,10
8008,76561198028619650,0,76561198028619650,0,0
8009,00000000000000000001227,93,76561198048709626,2861,300
8010,TheBeggarSo,226,76561197965426987,0,10
8011,76561197961747465,0,76561197961747465,0,0
8012,76561198062495343,14,76561198062495343,15700,207890
8013,Wangachung,49,76561198036833277,145,220
8014,BlueMango101,0,76561198081213404,0,0
8015,76561198027369154,194,76561198027369154,7,4420
8016,76561198078823937,62,76561198078823937,726,220
8017,calbri,388,76561198053334053,0,1200
8018,humperdinck,0,76561198042590830,0,0
8019,Charleshtims,3,76561198198584290,184,4000
8020,CharlesMcknightly,135,76561198051178346,118,220
8021,chimichurri,11,76561198073324205,380,4000
8022,76561198047572609,80,76561198047572609,1032,240
8023,76561198001693899,27,76561198001693899,3321,10
8024,76561198256961474,48,76561198256961474,112,6020
8025,76561198061834064,119,76561198061834064,1967,70
8026,76561198059174254,111,76561198059174254,218,220
8027,76561198064623820,4,76561198064623820,6750,4000
8028,CRUVOD,124,76561198071919796,1185,240
8029,CriticalCryx,24,76561198082097650,0,205790
8030,76561198050236419,50,76561198050236419,8166,4000
8031,76561198057942005,0,76561198057942005,0,0
8032,76561198098678723,13,76561198098678723,0,205790
8033,76561198049616002,211,76561198049616002,13369,4000
8034,Blaza612,96,76561198046380402,4011,4000
8035,herpaderpinaderpyworld,134,76561198044947819,803,220
8036,76561198037622063,96,76561198037622063,135,4000
8037,76561198050543795,61,76561198050543795,12410,240
8038,76561198014215298,0,76561198014215298,0,0
8039,76561198081447569,288,76561198081447569,0,2400
8040,dmarket3,202,76561198061531823,265,4000
8041,inloc,77,76561198066316969,5,240
8042,76561198011004336,345,76561198011004336,6667,4000
8043,76561198068441529,594,76561198068441529,120,10
8044,76561198089238166,28,76561198089238166,9,33910
8045,76561198054933108,36,76561198054933108,1441,17390
8046,76561198229492784,53,76561198229492784,147,220
8047,76561198079671154,63,76561198079671154,3733,4000
8048,combatwombat893,0,76561198072195762,0,0
8049,DrQuaz,153,76561198008977652,4264,240
8050,76561198101281530,18,76561198101281530,0,320
8051,76561198005773880,27,76561198005773880,19461,10
8052,76561198081555661,14,76561198081555661,110,4000
8053,fmalim08,115,76561198050676423,0,25900
8054,Teoh1189,5,76561198075323783,0,38830
8055,76561198069095558,31,76561198069095558,136,4000
8056,mrgeneric,204,76561198028122765,0,220
8057,76561198033056372,0,76561198033056372,0,0
8058,76561198113098273,15,76561198113098273,14763,4000
8059,76561198055894293,54,76561198055894293,616,220
8060,76561198101837991,0,76561198101837991,0,0
8061,Hypnotic,146,76561197975597408,5,10
8062,76561198041485061,0,76561198041485061,0,0
8063,patpat14,79,76561198066522342,837,70
8064,76561198044521862,136,76561198044521862,59,300
8065,76561198069413109,53,76561198069413109,30,10
