,genres,title,price,id,year
95604,"['Adventure', 'Casual', 'Indie']",I Know a Tale,2.99,529450,2016
95605,"['Adventure', 'Indie', 'RPG']",Zenith,14.99,438420,2016
95606,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Book of Lairs,29.99,524080,2016
95607,['Sports'],NBA 2K17,59.99,385760,2016
95614,"['Adventure', 'Casual', 'Indie']",Heart's Medicine - Time to Heal - Soundtrack,2.99,498590,2016
95615,"['Adventure', 'Casual', 'Indie', 'Simulation']",Heart's Medicine - Time to Heal,12.99,494230,2016
95616,['Action'],Pixel-Warfare: Pro,0.99,530240,2016
95617,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ultimate NPCs: Skulduggery (5E),14.99,528480,2016
95618,"['Adventure', 'Casual', 'Indie']",Gravity Island,4.99,420370,2016
95619,['Simulation'],FSX Steam Edition: North American T-6 Texan™ Add-On,12.99,491493,2016
95620,"['Action', 'Free to Play', 'Indie', 'Strategy']",Fractured Space,Free to Play,310380,2016
95622,"['Adventure', 'Indie', 'RPG']",Sorcery! Part 4,9.99,504800,2016
95623,['Simulation'],FSX Steam Edition: North American F-86F-1 Sabre™ Add-On,19.99,491496,2016
95624,['Simulation'],FSX Steam Edition: Night Environment: California Add-On,24.99,494525,2016
95625,"['Action', 'Indie', 'Early Access']",Guns N' Boxes,9.99,483850,2016
95626,"['Action', 'Indie']",Thunder Gun: Revenge of the Mutants,9.99,492400,2016
95627,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Berserk: The Cataclysm,Free To Play,486160,2016
95628,"['Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",hackmud,19.99,469920,2016
95629,"['Action', 'Indie']",Klang Soundtrack,7.99,529750,2016
95630,"['Action', 'Indie']",Klang,14.99,412660,2016
95631,"['Indie', 'Racing', 'RPG', 'Sports']",Dog Sled Saga,7.99,286240,2016
95632,['Strategy'],CHEXS,7.99,511810,2016
95633,"['Adventure', 'Indie']",Pavilion,9.99,417150,2016
95634,"['Indie', 'Simulation', 'Strategy']",VilleTown Soundtrack,1.99,531940,2016
95635,"['Adventure', 'Indie']",Vernon's Legacy,11.99,367010,2016
95637,"['Simulation', 'Strategy']",Children of a Dead Earth,24.99,476530,2016
95638,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Hyborian Conqueror Collection,59.99,530690,2016
95639,"['Action', 'Adventure', 'Indie']",Space Incident,3.99,521940,2016
95640,"['Adventure', 'Casual', 'Indie', 'Early Access']",Cranium Conundrum,5.99,527790,2016
95641,"['Indie', 'Simulation', 'Strategy']",VilleTown,4.99,527250,2016
95642,"['Action', 'Casual', 'Indie']",8infinity,0.99,526540,2016
95643,['Adventure'],Sisyphus Reborn - Collector's Edition,0.99,530140,2016
95644,['Simulation'],TANE DLC: Laadgs Transporter,8.99,535540,2016
95646,"['Adventure', 'Casual', 'RPG', 'Early Access']",Legends of Time,4.99,514400,2016
95647,"['Indie', 'RPG', 'Strategy']",Battles of Norghan,9.99,531110,2016
95648,"['Indie', 'RPG', 'Strategy']",Battles of Norghan Gold Version,4.99,534830,2016
95649,"['Adventure', 'Casual', 'Indie']",Bubble Jungle ® Super Chameleon Platformer World,4.99,530550,2016
95651,"['Adventure', 'Indie', 'RPG']",EARTHLOCK: Festival of Magic,19.99,258030,2016
95652,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Astroflux,Free To Play,489560,2016
95653,"['Adventure', 'Indie', 'RPG']",EARTHLOCK: Festival of Magic OST,7.99,533750,2016
95655,"['Adventure', 'Indie']",Measurement Problem,9.99,534960,2016
95656,"['Action', 'Adventure', 'Indie']",Lichtspeer,9.99,434740,2016
95657,"['Casual', 'Indie']",Sig.NULL,1.99,501930,2016
95658,"['Action', 'Adventure', 'Indie']",Lichtspeer Soundtrack,4.99,529430,2016
95660,"['Adventure', 'Casual', 'Indie']",Trick &amp; Treat - The Art Book,2.99,520360,2016
95661,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Reptile,1.99,535720,2016
95662,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Jigsaw,0.99,524420,2016
95663,"['Action', 'Casual', 'Indie', 'Racing']",Clustertruck OST,4.99,529050,2016
95664,"['Action', 'Indie']",Clustertruck,14.99,397950,2016
95667,"['Free to Play', 'Indie', 'Simulation']",World of Guns:Texture Pack 2,4.99,535130,2016
95668,"['Action', 'Free to Play', 'Racing', 'Sports']",Riding Club Championships,Free to Play,509420,2016
95669,"['Casual', 'Indie']",Where's My What?,4.99,531860,2016
95672,"['Casual', 'Indie']",Patterna Soundtrack,Free,534590,2016
95673,"['Adventure', 'Indie']",Killing Time at Lightspeed: Enhanced Edition Original Soundtrack,3.99,516370,2016
95674,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Bee Gees Song Pack,2.99,535730,2016
95675,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Blake Shelton Song Pack,2.99,535731,2016
95676,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Bob Marley &amp; the Wailers Song Pack,4.99,535732,2016
95677,['Indie'],Security Hole,9.99,503460,2016
95678,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Bro Country Song Pack,7.99,535733,2016
95679,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Capital Cities Song Pack,2.99,535734,2016
95680,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Miley Cyrus Song Pack,4.99,535738,2016
95681,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Magic! Song Pack,2.99,535736,2016
95682,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - One Direction I Song Pack,7.99,535739,2016
95683,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - OneRepublic Song Pack,4.99,535740,2016
95684,['Simulation'],TS Marketplace: New York – New Haven Scenario Pack 01 Add-On,9.99,376967,2016
95685,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Maroon 5 Song Pack,7.99,535737,2016
95686,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - U2 Song Pack,4.99,535741,2016
95687,['Action'],SHOCK TROOPERS 2nd Squad,7.99,465870,2016
95688,"['Action', 'Adventure']",Homefront®: The Revolution - The Voice of Freedom,5.99,500270,2016
95689,['Simulation'],FSX Steam Edition: Night Environment: New York Add-On,24.99,494527,2016
95691,"['Indie', 'Simulation', 'Strategy']",Hacker Series,0.99,536510,2016
95692,"['Casual', 'Indie']",Just Hero Soundtrack,0.99,528290,2016
95693,"['Action', 'Indie', 'RPG']",Herolike,7.99,409040,2016
95694,"['Casual', 'Simulation']",Spa Mania 2,6.99,527930,2016
95697,"['Indie', 'Simulation']",Anykey Simulator,2.99,513530,2016
95698,"['Action', 'Indie', 'RPG']",Guardian's Oath,1.99,531890,2016
95699,"['Massively Multiplayer', 'RPG']",WildStar: Jumpstart Pack,8.99,522500,2016
95701,"['Adventure', 'Indie']",Existentia - Music package,Free,537190,2016
95702,"['Action', 'Free to Play', 'Indie']",Bloody Walls,Free To Play,531960,2016
95703,"['Casual', 'Indie', 'Simulation', 'Early Access']",Hardware Engineering,5.99,525610,2016
95704,['Simulation'],TANE DLC: DBuz 747 Passenger Cars,8.99,536580,2016
95705,"['Indie', 'Simulation', 'Strategy']",Particle Fleet: Emergence,14.99,422900,2016
95708,['Indie'],EM: Shader Attack,1.99,527490,2016
95709,['Indie'],"Deus Ex Machina, Game of the Year, 30th Anniversary Collector’s Edition",4.99,508910,2016
95710,['Indie'],Slightly Magic - 8bit Legacy Edition,5.99,476000,2016
95711,['Indie'],Deus Ex Machina - The Artwork,Free,521962,2016
95712,['Indie'],Deus Ex Machina - The Soundtrack,4.99,521960,2016
95713,['Indie'],Deus Ex Machina - The Best Game You Never Played in Your Life - pdf,3.99,521961,2016
95714,['Indie'],Slightly Magic - Desktop Wallpapers,Free,521121,2016
95715,['Indie'],Deus Ex Machina 2 - The Soundtrack,4.99,524450,2016
95716,['Indie'],The Making of Slightly Magic Book - pdf,4.99,520580,2016
95717,"['Adventure', 'Casual', 'Indie']",GRAVEN The Purple Moon Prophecy,9.99,467490,2016
95718,['Indie'],Slightly Magic - Music Soundtrack,3.99,521120,2016
95720,"['Casual', 'Indie', 'Sports']",Microbits K,0.99,533220,2016
95722,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose: Underdog Fighter Extraordinaire,Free,523680,2016
95723,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Patron Tier,19.99,527406,2016
95724,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Symbolic Tier,0.99,527400,2016
95725,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Sale Tier,1.99,527401,2016
95726,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Impulse Tier,7.99,527403,2016
95727,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Humble Tier,4.99,527402,2016
95728,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Above and Beyond Tier,24.99,527407,2016
95729,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - Affordable Tier,9.99,527404,2016
95730,"['Action', 'Adventure', 'Indie', 'Strategy']",Honey Rose - 2016 Standard Tier,14.99,527405,2016
95731,"['Casual', 'Indie']",Sweet Candy Mahjong,4.99,532600,2016
95732,"['Action', 'Indie', 'Early Access']",StreetCraft,4.99,463540,2016
95733,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Armies of Riddle CCG Fantasy Battle Card Game,4.99,527040,2014
95734,['Adventure'],ChuSingura46+1 S - Chapter 4 &amp; 5,17.99,512100,2016
95736,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Shinedown Song Pack,2.99,537160,2016
95737,"['Casual', 'Indie', 'Strategy']",Defense of Egypt: Cleopatra Mission,6.99,534010,2016
95738,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - You Me At Six Song Pack,2.99,537161,2016
95739,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Keith Urban Song Pack,2.99,537265,2016
95740,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Imagine Dragons Song Pack,4.99,537264,2016
95741,['Action'],NEON Ultra,3.99,528270,2016
95742,"['Adventure', 'Indie', 'RPG']",Dungetris - Soundtrack!,1.99,537250,2016
95743,"['Action', 'Indie']",Friday Night Bullet Arena,9.99,513840,2016
95744,['Video Production'],VEGAS Pro 14 Edit Steam Edition,199.0,528200,2016
95746,"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",Zombie Defense,Free To Play,533780,2016
95747,"['Action', 'Adventure', 'Indie']",MinosMaze - The Minotaur's Labyrinth: Original Soundtrack,1.99,533230,2016
95748,"['Action', 'Indie']",Salmon Ninja,8.99,524050,2016
95749,"['Action', 'Casual', 'Indie', 'Simulation']",EggK47,0.99,533850,2016
95751,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Florida Georgia Line Song Pack,2.99,537263,2016
95752,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",Fall of Freya (Alpha 1),19.99,503700,2016
95753,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Roy Orbison Song Pack,2.99,537267,2016
95754,"['Adventure', 'Casual', 'Indie']",VoxreD,0.99,533640,2016
95755,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Adele Song Pack,4.99,537261,2016
95756,"['Action', 'Indie', 'RPG']",Dual Core - Soundtrack,3.99,537900,2016
95758,"['Casual', 'Free to Play']",True or False - Owl Rescue,Free To Play,533870,2016
95761,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Daily Chthonicle: Editor's Edition,3.99,490980,2016
95762,['Strategy'],The Seven Years War (1756-1763) - Battle Pack,4.99,485840,2016
95763,"['Adventure', 'Indie']",Recursed,7.99,497780,2016
95764,"['Action', 'Indie']",AquaNimble,9.99,498380,2016
95765,"['Action', 'Adventure', 'Free to Play', 'Indie']",ORION: Prelude (ULTIMATE EDITION),9.99,538190,2016
95766,"['Action', 'Indie']",Desperate Times,4.99,513920,2016
95768,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Zack,3.99,531168,2016
95770,['Action'],MegaTagmension Blanc Deluxe Pack,9.99,530580,2016
95771,['Action'],MegaTagmension Blanc + Neptune VS Zombies (Neptunia),29.99,496810,2016
95774,"['Casual', 'RPG', 'Strategy', 'Early Access']",Mythic Victory Arena,4.99,514200,2016
95775,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Kokoro,3.99,531150,2016
95776,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Hitomi,3.99,531151,2016
95777,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Leifang,3.99,531152,2016
95778,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: La Mariposa,3.99,531154,2016
95779,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Tina,3.99,531153,2016
95780,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Christie,3.99,531156,2016
95781,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Mila,3.99,531157,2016
95782,['Action'],Alien,4.99,524270,2016
95783,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Sentry Knight Tactics,4.99,503210,2016
95784,['Action'],DEAD OR ALIVE 5 Last Round: Core Fighters Character: Helena,3.99,531155,2016
95785,"['Action', 'Free to Play', 'Indie']",PooShooter: Toilet Invaders,Free,514390,2016
95786,"['Action', 'Indie']",WarFire Original Video Games Soundtrack,1.99,538640,2016
95787,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Japan,3.99,467260,2016
95788,"['Casual', 'Indie']",Avalon Legends Solitaire 2,9.99,512260,2016
95789,"['Simulation', 'Strategy']",Anno 2205™ - Frontiers,11.99,526040,2016
95790,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - 5 Seconds of Summer Song Pack,7.99,537820,2016
95791,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Country Gents I Song Pack,4.99,537825,2016
95792,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Lana Del Rey Song Pack,4.99,537826,2016
95793,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Rod Stewart Song Pack,2.99,537828,2016
95795,"['Free to Play', 'Strategy']",Atlas Reactor – All Freelancers Pack,29.99,535200,2016
95796,"['Casual', 'Indie']",Zup!,0.99,533300,2016
95797,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Carrie Underwood Song Pack,7.99,537824,2016
95798,"['Casual', 'Indie']",Platro,0.99,527550,2016
95799,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Breaking Benjamin Song Pack,2.99,537823,2016
95800,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Snow Patrol Song Pack,2.99,537829,2016
95802,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - The Rolling Stones Song Pack,4.99,537271,2016
95803,"['Indie', 'Simulation', 'Strategy']",Unclaimed World - Soundtrack,5.99,536790,2016
95804,"['Adventure', 'Casual', 'Indie', 'Simulation']",Mystic Destinies: Serendipity of Aeons - Shinji Epilogue,1.99,508160,2016
95806,"['Casual', 'Indie', 'RPG']",Spellforge,6.99,489080,2016
95807,['Adventure'],Secrets of Me,15.99,505070,2016
95809,"['Adventure', 'Indie', 'Early Access']",SparkDimension,9.99,477140,2016
95811,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Madonna Song Pack,2.99,537827,2016
95812,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - blink-182 Song Pack,2.99,537821,2016
95813,"['Action', 'Indie']",Bugspeed Collider,4.99,415900,2016
95814,['Simulation'],Industry Manager: Future Technologies,19.99,384080,2016
95817,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Alicia Keys Song Pack,2.99,538821,2016
95818,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - EDM Essentials I Song Pack,4.99,538825,2016
95819,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Brad Paisley Song Pack,2.99,538822,2016
95820,"['Adventure', 'Indie']",The Revenge of Johnny Bonasera,3.99,536430,2016
95821,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Ed Sheeran Song Pack,4.99,538824,2016
95822,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Volbeat Song Pack,2.99,538831,2016
95823,"['Casual', 'Indie', 'RPG', 'Strategy']",Star Vikings Forever,9.99,488960,2016
95824,"['Action', 'Adventure', 'Casual']",Super Happy Singh,3.99,535290,2016
95825,"['Adventure', 'Indie']",The Silver Case: The Extra Contents,14.99,533570,2016
95826,"['Adventure', 'Casual', 'Indie']","Duke Grabowski, Mighty Swashbuckler",1.99,472420,2016
95827,"['Animation &amp; Modeling', 'Video Production']",FaceRig Political Avatars,Free,420828,2016
95828,['Casual'],Best in Show Solitaire,4.99,514780,2016
95829,"['Casual', 'Indie', 'Strategy']",Iron Sea - Lost Land,2.99,515171,2016
95830,['Indie'],Frog Climbers,6.99,485120,2016
95831,"['Action', 'Indie', 'RPG']",The Metronomicon - Chiptune Challenge Pack 1,1.99,522650,2016
95832,['Strategy'],Civil War: 1862,9.99,532890,2016
95833,"['Action', 'Casual', 'Indie', 'Strategy']",Inklings,9.99,498720,2016
95834,"['Action', 'Adventure', 'Indie', 'RPG']",Eon Altar: Episode 2 - Whispers in the Catacombs,6.99,477890,2016
95835,"['Casual', 'Indie', 'RPG', 'Strategy']",Star Vikings Forever - Soundtrack,4.99,538860,2016
95836,"['Adventure', 'Massively Multiplayer', 'RPG']",Riders of Icarus: Elite Grim Rider's Package,16.99,533600,2016
95837,"['Simulation', 'Strategy']",Graviteam Tactics: Croatian Legion,4.99,529690,2016
95838,"['Adventure', 'Casual']",Haunted Legends: The Queen of Spades Collector's Edition,9.99,533090,2016
95839,"['Action', 'Indie']",Laser Disco Defenders,9.99,452920,2016
95840,"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™: Free Pack,Free,539100,2016
95841,"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™: Pointman Pack,19.99,539102,2016
95842,"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™: Rifleman Pack,19.99,539103,2016
95843,"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™: Sniper Pack,19.99,539104,2016
95844,"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™: Starter Pack,9.99,539101,2016
95845,"['Action', 'Indie']",Disco Inferno - The Trammps,0.99,516710,2016
95846,"['Action', 'Adventure', 'Indie']",One Last Day - Scavenger weapons,Free,539030,2016
95847,"['Action', 'Indie']",Aegis,2.99,530520,2016
95849,"['Action', 'Indie']",Aegis - OST,0.99,532610,2016
95850,"['Action', 'Casual', 'Strategy', 'Early Access']",So Many Cubes,1.99,513590,2016
95851,"['Casual', 'Indie', 'Simulation']",Help Me Doctor,2.99,538560,2016
95852,['Casual'],ColecoVision Flashback,19.99,529860,2014
95853,"['Action', 'Indie']",THOTH,7.99,510620,2016
95854,"['Adventure', 'Indie', 'Early Access']",The Challenge,10.99,496440,2016
95855,"['Action', 'Indie', 'Early Access']",Hyper Gods,8.99,423730,2016
95856,"['Action', 'Indie']",Overdriven Reloaded,5.99,495680,2016
95857,"['Adventure', 'Indie', 'RPG']",Unforgiving Trials: The Space Crusade,0.99,535760,2016
95858,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",The Escape DLC,1.99,469780,2016
95859,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Spirits of the Rice Paddy,5.99,468724,2016
95860,"['Action', 'Adventure', 'Indie', 'Simulation']",Mr.President!,4.99,507010,2016
95861,"['Action', 'Adventure', 'Indie']",Scrap Garden - The Day Before,Free To Play,508390,2016
95862,"['Action', 'Adventure', 'Casual', 'Indie']",Sleeping Valley,3.99,538590,2016
95863,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Chris Young Song Pack,2.99,538823,2016
95864,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - One Direction II Song Pack,7.99,538828,2016
95865,"['Adventure', 'Indie', 'RPG', 'Simulation']",Major\Minor - Complete Edition,19.99,475490,2016
95866,"['Casual', 'Indie']",Zup! - DLC,Free,542330,2016
95867,"['Action', 'Adventure']",Rise of the Tomb Raider 20 Year Celebration Pack,9.99,505540,2016
95868,"['Action', 'Adventure', 'Indie']",Lil Big Invasion - Soundtrack,1.99,526020,2016
95869,"['Action', 'Indie']",BLUE REVOLVER Soundtrack,7.99,537670,2016
95870,"['Adventure', 'Indie', 'RPG']",Sunless Sea - Zubmariner,10.99,452530,2016
95871,"['Action', 'Indie']",BLUE REVOLVER,14.99,439490,2016
95872,"['Adventure', 'Indie', 'RPG', 'Early Access']",Stellar Overload,19.99,397150,2016
95874,"['Action', 'Indie', 'RPG', 'Strategy']",Cards of Cthulhu,2.99,536040,2016
95876,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Fields of Battle (Castles &amp; Crusades),18.99,537890,2016
95878,"['Casual', 'Indie']",Puzzle Cube,2.99,539460,2016
95881,['Strategy'],Hidden Dimensions 3,Free,531540,2016
95882,['Strategy'],The Music of Hidden Dimensions 3,4.99,533840,2016
95883,"['Action', 'Indie', 'Strategy']",Ballistic Protection,0.99,537860,2016
95884,['Simulation'],TS Marketplace: BR Saint &amp; TPO Livery Pack Add-On,4.99,448203,2016
95885,['Strategy'],Smash Up: Conquer the bases with your factions,14.99,446540,2016
95886,['Simulation'],FSX Steam Edition: CSA SportCruiser Add-On,19.99,494523,2016
95887,"['Casual', 'Indie', 'Racing']",Mantis Burn Racing®,14.99,446100,2016
95888,['Indie'],Along the Edge,12.99,504390,2016
95889,"['Adventure', 'Indie', 'RPG', 'Strategy']",Suppressed,2.99,541560,2016
95890,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Shards of Azuria,4.99,498340,2016
95892,['Indie'],GoNNER,9.99,437570,2016
95893,"['Adventure', 'Casual']",Mystery Trackers: The Void Collector's Edition,9.99,527940,2016
95894,['Indie'],GoNNER OST,3.99,533240,2016
95895,"['Action', 'Indie']",POLYCRUSHER - Soundtrack,3.99,536850,2016
95896,"['Action', 'Indie']",BitMaster,2.99,514660,2016
95897,"['Action', 'Indie']",POLYCRUSHER,9.99,517140,2016
95898,"['Casual', 'Indie']",Rubek,2.99,531740,2016
95899,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Beneath The Cherry Trees / 桜の樹の下には,Free To Play,531200,2016
95901,"['Casual', 'Indie', 'Simulation', 'Strategy']",BoomTown! Deluxe,1.99,536750,2016
95903,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",Feel The Snow,8.99,538100,2016
95904,"['Action', 'Adventure', 'Indie', 'RPG']",Shrouded in Sanity - Original Soundtrack,1.99,491640,2016
95905,"['Adventure', 'Indie']",Manual Samuel,9.99,504130,2016
95906,"['Adventure', 'Casual']",PuppetShow™: Mystery of Joyville,6.99,533060,2016
95907,['Sports'],Tennis Elbow Manager,19.99,528110,2009
95909,"['Action', 'Adventure', 'Indie']",Stay Close,8.99,455120,2016
95910,"['Free to Play', 'Racing', 'Simulation', 'Sports', 'Early Access']",High Octane Drift,Free To Play,457330,2016
95911,"['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",FootRock,0.99,497100,2016
95912,"['Action', 'Casual', 'Indie']",Glow,4.99,491830,2016
95914,"['Casual', 'Indie', 'Strategy']",Think To Die 2,Free to Play,539380,2016
95915,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",emoj.io,Free To Play,530900,2016
95918,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Beast Pack,0.99,538536,2016
95919,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Animal Pack,0.99,538533,2016
95920,"['Indie', 'RPG']",Final Quest II,0.99,540020,2016
95921,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",Heroes &amp; Generals,Free to Play,227940,2016
95923,['Simulation'],TS Marketplace: ÖBB 1189 ‘Krokodil’ Loco Add-On,10.99,295196,2016
95924,"['Action', 'Casual', 'Indie']",Project Starship OST,0.99,541830,2016
95925,"['Adventure', 'Casual', 'Indie']",The Whisperer in Darkness,2.99,435000,2016
95926,['Action'],Tom Clancy's Rainbow Six® Siege - Rook The Crew,6.99,541400,2016
95927,"['Simulation', 'Strategy']",Crazy Machines 3,19.99,351920,2016
95928,"['Casual', 'Indie', 'Racing']",Razortron 2000: Soundtrack,Free To Play,545170,2016
95929,['Racing'],Matt DiBenedetto Spotter Audio,Free,538350,2016
95930,['Racing'],Challenge Pack 2,0.99,539070,2016
95931,['Racing'],Free Paint Schemes,Free,540380,2016
95932,['Racing'],Brett Griffin Spotter Audio,0.99,537400,2016
95933,['Racing'],Paint Scheme Pack 2,4.99,537391,2016
95934,['Racing'],Paint Scheme Pack 3,4.99,537392,2016
95935,"['Adventure', 'Casual', 'Indie']",Karma. Incarnation 1,2.99,394700,2016
95936,"['Casual', 'Indie']",Arizona Rose and the Pirates' Riddles,9.99,537760,2016
95937,"['Action', 'Casual', 'Indie']",Rocket Riot,9.99,460190,2016
95938,"['Adventure', 'Casual']",True Fear: Forsaken Souls,8.99,440420,2016
95939,"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",The Infinite Black,Free To Play,489000,2016
95940,"['Action', 'Adventure', 'Indie']",Dorke and Ymp,4.99,474810,2015
95941,"['Action', 'Casual', 'Indie']",Rocket Riot - Soundtrack by SonicPicnic,3.99,528220,2016
95942,"['Indie', 'Strategy']",Sentinels of the Multiverse - Digital Foil Hero Collector's Pack,4.99,532620,2016
95943,"['Action', 'Indie']",A Quiver of Crows,14.99,347280,2016
95945,"['Adventure', 'Indie', 'RPG']",Stellar Overload - Sound Selection,Free,543200,2016
95946,"['Indie', 'Early Access']",Vision Runner,9.99,429480,2016
95947,"['Casual', 'Indie']",Russian SuperHero Dead Ivan,0.99,527770,2016
95948,"['Action', 'Casual', 'Indie']",Bad Caterpillar,1.99,447950,2016
95951,"['Adventure', 'Indie', 'Simulation']",Orwell: Keeping an Eye On You,9.99,491950,2016
95952,"['Action', 'Indie']",Graveyard Shift,2.99,511190,2016
95953,"['Action', 'Indie', 'RPG']",The Metronomicon - Chiptune Challenge Pack 2,1.99,522652,2016
95954,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - C&amp;C: A8 Forsaken Mountain,5.99,543730,2016
95955,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Token Pack Volume 16,4.99,543840,2016
95956,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Token Pack Volume 17,4.99,543860,2016
95957,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Token Pack Volume 19,4.99,544490,2016
95958,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Token Pack Volume 18,4.99,544120,2016
